#family	upstream	reference	target
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyBufferSubData#writeTarget	BufferTarget	sge.graphics.BufferTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexImage2D#height	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexImage2D#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexImage2D#width	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexImage2D#x	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexImage2D#y	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexSubImage2D#height	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexSubImage2D#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexSubImage2D#width	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexSubImage2D#x	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexSubImage2D#xoffset	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexSubImage2D#y	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexSubImage2D#yoffset	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCopyTexSubImage3D#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCreateShader#type	ShaderType	sge.graphics.ShaderType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glCullFace#mode	CullFace	sge.graphics.CullFace
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDepthFunc#func	CompareFunc	sge.graphics.CompareFunc
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDisable#cap	EnableCap	sge.graphics.EnableCap
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDrawArrays#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDrawArraysInstanced#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDrawElements(int,int,int,Buffer)#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDrawElements(int,int,int,Buffer)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDrawElements(int,int,int,int)#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDrawElements(int,int,int,int)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDrawElementsInstanced#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDrawElementsInstanced#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDrawRangeElements(int,int,int,int,int,Buffer)#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDrawRangeElements(int,int,int,int,int,Buffer)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDrawRangeElements(int,int,int,int,int,int)#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glDrawRangeElements(int,int,int,int,int,int)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glEnable#cap	EnableCap	sge.graphics.EnableCap
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glFlushMappedBufferRange#target	BufferTarget	sge.graphics.BufferTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glFramebufferTexture2D#textarget	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glGenerateMipmap#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glGetBufferParameteri64v#target	BufferTarget	sge.graphics.BufferTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glGetBufferParameteriv#target	BufferTarget	sge.graphics.BufferTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glGetBufferPointerv#target	BufferTarget	sge.graphics.BufferTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glGetShaderPrecisionFormat#shadertype	ShaderType	sge.graphics.ShaderType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glGetTexParameterfv#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glGetTexParameteriv#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glIsEnabled#cap	EnableCap	sge.graphics.EnableCap
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glMapBufferRange#target	BufferTarget	sge.graphics.BufferTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glReadPixels#format	PixelFormat	sge.graphics.PixelFormat
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glReadPixels#height	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glReadPixels#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glReadPixels#width	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glReadPixels#x	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glReadPixels#y	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glRenderbufferStorage#height	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glRenderbufferStorage#width	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glScissor#height	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glScissor#width	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glScissor#x	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glScissor#y	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glStencilFunc#func	CompareFunc	sge.graphics.CompareFunc
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glStencilFuncSeparate#face	CullFace	sge.graphics.CullFace
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glStencilFuncSeparate#func	CompareFunc	sge.graphics.CompareFunc
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glStencilMaskSeparate#face	CullFace	sge.graphics.CullFace
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glStencilOp#fail	StencilOp	sge.graphics.StencilOp
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glStencilOp#zfail	StencilOp	sge.graphics.StencilOp
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glStencilOp#zpass	StencilOp	sge.graphics.StencilOp
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glStencilOpSeparate#face	CullFace	sge.graphics.CullFace
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glStencilOpSeparate#fail	StencilOp	sge.graphics.StencilOp
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glStencilOpSeparate#zfail	StencilOp	sge.graphics.StencilOp
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glStencilOpSeparate#zpass	StencilOp	sge.graphics.StencilOp
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage2D(int,int,int,int,int,int,int,int,Buffer)#format	PixelFormat	sge.graphics.PixelFormat
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage2D(int,int,int,int,int,int,int,int,Buffer)#height	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage2D(int,int,int,int,int,int,int,int,Buffer)#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage2D(int,int,int,int,int,int,int,int,Buffer)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage2D(int,int,int,int,int,int,int,int,Buffer)#width	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage2D(int,int,int,int,int,int,int,int,int)#format	PixelFormat	sge.graphics.PixelFormat
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage2D(int,int,int,int,int,int,int,int,int)#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage2D(int,int,int,int,int,int,int,int,int)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage3D(int,int,int,int,int,int,int,int,int,Buffer)#format	PixelFormat	sge.graphics.PixelFormat
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage3D(int,int,int,int,int,int,int,int,int,Buffer)#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage3D(int,int,int,int,int,int,int,int,int,Buffer)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage3D(int,int,int,int,int,int,int,int,int,int)#format	PixelFormat	sge.graphics.PixelFormat
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage3D(int,int,int,int,int,int,int,int,int,int)#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexImage3D(int,int,int,int,int,int,int,int,int,int)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexParameterf#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexParameterfv#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexParameteri#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexParameteriv#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage2D(int,int,int,int,int,int,int,int,Buffer)#format	PixelFormat	sge.graphics.PixelFormat
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage2D(int,int,int,int,int,int,int,int,Buffer)#height	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage2D(int,int,int,int,int,int,int,int,Buffer)#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage2D(int,int,int,int,int,int,int,int,Buffer)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage2D(int,int,int,int,int,int,int,int,Buffer)#width	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage2D(int,int,int,int,int,int,int,int,Buffer)#xoffset	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage2D(int,int,int,int,int,int,int,int,Buffer)#yoffset	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage2D(int,int,int,int,int,int,int,int,int)#format	PixelFormat	sge.graphics.PixelFormat
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage2D(int,int,int,int,int,int,int,int,int)#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage2D(int,int,int,int,int,int,int,int,int)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage3D(int,int,int,int,int,int,int,int,int,int,Buffer)#format	PixelFormat	sge.graphics.PixelFormat
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage3D(int,int,int,int,int,int,int,int,int,int,Buffer)#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage3D(int,int,int,int,int,int,int,int,int,int,Buffer)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage3D(int,int,int,int,int,int,int,int,int,int,int)#format	PixelFormat	sge.graphics.PixelFormat
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage3D(int,int,int,int,int,int,int,int,int,int,int)#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glTexSubImage3D(int,int,int,int,int,int,int,int,int,int,int)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glUnmapBuffer#target	BufferTarget	sge.graphics.BufferTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glVertexAttribIPointer#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glVertexAttribPointer(int,int,int,boolean,int,Buffer)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glVertexAttribPointer(int,int,int,boolean,int,int)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glViewport#height	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glViewport#width	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glViewport#x	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL30Interceptor#glViewport#y	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL31Interceptor#glCreateShaderProgramv#type	ShaderType	sge.graphics.ShaderType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL31Interceptor#glDrawArraysIndirect#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL31Interceptor#glDrawElementsIndirect#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL31Interceptor#glDrawElementsIndirect#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL31Interceptor#glGetTexLevelParameterfv#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL31Interceptor#glGetTexLevelParameteriv#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL31Interceptor#glTexStorage2DMultisample#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL31Interceptor#glVertexAttribFormat#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL31Interceptor#glVertexAttribIFormat#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glBlendEquationSeparatei#modeAlpha	BlendEquation	sge.graphics.BlendEquation
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glBlendEquationSeparatei#modeRGB	BlendEquation	sge.graphics.BlendEquation
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glBlendEquationi#mode	BlendEquation	sge.graphics.BlendEquation
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glBlendFuncSeparatei#dstAlpha	BlendFactor	sge.graphics.BlendFactor
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glBlendFuncSeparatei#dstRGB	BlendFactor	sge.graphics.BlendFactor
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glBlendFuncSeparatei#srcAlpha	BlendFactor	sge.graphics.BlendFactor
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glBlendFuncSeparatei#srcRGB	BlendFactor	sge.graphics.BlendFactor
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glBlendFunci#dst	BlendFactor	sge.graphics.BlendFactor
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glBlendFunci#src	BlendFactor	sge.graphics.BlendFactor
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glDrawElementsBaseVertex#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glDrawElementsBaseVertex#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glDrawElementsInstancedBaseVertex(int,int,int,Buffer,int,int)#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glDrawElementsInstancedBaseVertex(int,int,int,Buffer,int,int)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glDrawElementsInstancedBaseVertex(int,int,int,int,int,int)#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glDrawElementsInstancedBaseVertex(int,int,int,int,int,int)#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glDrawRangeElementsBaseVertex#mode	PrimitiveMode	sge.graphics.PrimitiveMode
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glDrawRangeElementsBaseVertex#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glGetTexParameterIiv#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glGetTexParameterIuiv#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glReadnPixels#format	PixelFormat	sge.graphics.PixelFormat
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glReadnPixels#type	DataType	sge.graphics.DataType
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glTexBuffer#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glTexBufferRange#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glTexParameterIiv#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glTexParameterIuiv#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.graphics.profiling.GL32Interceptor#glTexStorage3DMultisample#target	TextureTarget	sge.graphics.TextureTarget
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#<init>(float,float,float,float,GestureListener)#longPressDuration	Seconds	sge.utils.Seconds
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#<init>(float,float,float,float,GestureListener)#maxFlingDelay	Seconds	sge.utils.Seconds
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#<init>(float,float,float,float,GestureListener)#tapCountInterval	Seconds	sge.utils.Seconds
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#<init>(float,float,float,float,float,GestureListener)#longPressDuration	Seconds	sge.utils.Seconds
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#<init>(float,float,float,float,float,GestureListener)#maxFlingDelay	Seconds	sge.utils.Seconds
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#<init>(float,float,float,float,float,GestureListener)#tapCountInterval	Seconds	sge.utils.Seconds
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#isLongPressed(float)#duration	Seconds	sge.utils.Seconds
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#setLongPressSeconds#longPressSeconds	Seconds	sge.utils.Seconds
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#setMaxFlingDelay#maxFlingDelay	Nanos	sge.utils.Nanos
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#setTapCountInterval#tapCountInterval	Seconds	sge.utils.Seconds
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#touchCancelled#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#touchCancelled#screenX	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#touchCancelled#screenY	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#touchDown(float,float,int,int)#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#touchDown(int,int,int,int)#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#touchUp(float,float,int,int)#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector#touchUp(int,int,int,int)#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector$GestureAdapter#fling#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector$GestureAdapter#panStop#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector$GestureAdapter#tap#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector$GestureAdapter#touchDown#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector$GestureListener#fling#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector$GestureListener#panStop#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector$GestureListener#tap#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector$GestureListener#touchDown#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.GestureDetector$VelocityTracker#lastTime	Nanos	sge.utils.Nanos
OpaqueSlot	com.badlogic.gdx.input.GestureDetector$VelocityTracker#start#timeStamp	Nanos	sge.utils.Nanos
OpaqueSlot	com.badlogic.gdx.input.GestureDetector$VelocityTracker#update#currTime	Nanos	sge.utils.Nanos
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#getCurrentEventTime	sge.utils.Nanos	sge.utils.Nanos
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#getDeltaX()	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#getDeltaX(int)	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#getDeltaY()	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#getDeltaY(int)	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#getX()	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#getX(int)	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#getY()	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#getY(int)	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#isButtonJustPressed#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#isButtonPressed#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#isCatchKey#keycode	Key	sge.Input.Key
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#isKeyJustPressed#key	Key	sge.Input.Key
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#isKeyPressed#key	Key	sge.Input.Key
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#setCatchKey#keycode	Key	sge.Input.Key
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#setCursorPosition#x	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteInput#setCursorPosition#y	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteInput$KeyEvent#keyCode	Key	sge.Input.Key
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#keyDown#keycode	Key	sge.Input.Key
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#keyUp#keycode	Key	sge.Input.Key
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#mouseMoved#x	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#mouseMoved#y	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#touchCancelled#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#touchCancelled#screenX	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#touchCancelled#screenY	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#touchDown#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#touchDown#x	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#touchDown#y	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#touchDragged#x	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#touchDragged#y	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#touchUp#button	Button	sge.Input.Button
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#touchUp#x	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.input.RemoteSender#touchUp#y	Pixels	sge.Pixels
OpaqueSlot	com.badlogic.gdx.scenes.scene2d.Action#act#delta	Seconds	sge.utils.Seconds
OpaqueSlot	com.badlogic.gdx.scenes.scene2d.Actor#act#delta	Seconds	sge.utils.Seconds
