#family	upstream	reference	target
ClassTagParam	com.badlogic.gdx.assets.AssetManager#getAll	def getAll[$0: ClassTag]	
ClassTagParam	com.badlogic.gdx.scenes.scene2d.actions.Actions#action	def action[$0 <: Action: ClassTag]	
ClassTagParam	com.badlogic.gdx.scenes.scene2d.actions.Actions#registerAction	def registerAction[$0 <: Action: ClassTag]	
ClassTagParam	com.badlogic.gdx.utils.PoolManager#addPool(Class,Pool)	def addPool[$0: ClassTag]	
ClassTagParam	com.badlogic.gdx.utils.PoolManager#addPool(Class,PoolSupplier)	def addPool[$0: ClassTag]	
ClassTagParam	com.badlogic.gdx.utils.PoolManager#obtain	def obtain[$0: ClassTag]	
ClassTagParam	com.badlogic.gdx.utils.PoolManager#obtainOrNull	def obtainOrNull[$0: ClassTag]	
FieldName	com.badlogic.gdx.graphics.GLTexture#magFilter:field	var _magFilter	_magFilter
FieldName	com.badlogic.gdx.graphics.GLTexture#minFilter:field	var _minFilter	_minFilter
FieldName	com.badlogic.gdx.graphics.GLTexture#uWrap:field	var _uWrap	_uWrap
FieldName	com.badlogic.gdx.graphics.GLTexture#vWrap:field	var _vWrap	_vWrap
FieldName	com.badlogic.gdx.graphics.g2d.Sprite#vertices:field	val _vertices	_vertices
FieldName	com.badlogic.gdx.graphics.g3d.decals.Decal#vertices:field	var _vertices	_vertices
FieldName	com.badlogic.gdx.graphics.g3d.model.Node#parent:field	var _parent	_parent
FieldName	com.badlogic.gdx.graphics.g3d.particles.ParticleController#boundingBox:field	var _boundingBox	_boundingBox
FieldName	com.badlogic.gdx.graphics.g3d.particles.batches.BillboardParticleBatch#blendingAttribute:field	var _blendingAttribute	_blendingAttribute
FieldName	com.badlogic.gdx.graphics.g3d.particles.batches.BillboardParticleBatch#depthTestAttribute:field	var _depthTestAttribute	_depthTestAttribute
FieldName	com.badlogic.gdx.graphics.g3d.particles.batches.BillboardParticleBatch#mode:field	var _mode	_mode
FieldName	com.badlogic.gdx.graphics.g3d.particles.batches.BillboardParticleBatch#texture:field	var _texture	_texture
FieldName	com.badlogic.gdx.graphics.g3d.particles.batches.BillboardParticleBatch#useGPU:field	var _useGPU	_useGPU
FieldName	com.badlogic.gdx.graphics.g3d.particles.batches.BufferedParticleBatch#camera:field	var _camera	_camera
FieldName	com.badlogic.gdx.graphics.g3d.particles.batches.BufferedParticleBatch#sorter:field	var _sorter	_sorter
FieldName	com.badlogic.gdx.graphics.g3d.particles.batches.PointSpriteParticleBatch#blendingAttribute:field	var _blendingAttribute	_blendingAttribute
FieldName	com.badlogic.gdx.graphics.g3d.particles.batches.PointSpriteParticleBatch#depthTestAttribute:field	var _depthTestAttribute	_depthTestAttribute
FieldName	com.badlogic.gdx.graphics.g3d.particles.values.ParticleValue#active:field	var _active	_active
FieldName	com.badlogic.gdx.graphics.g3d.utils.MeshBuilder#attributes:field	var _attributes	_attributes
FieldName	com.badlogic.gdx.graphics.g3d.utils.MeshBuilder#primitiveType:field	var _primitiveType	_primitiveType
FieldName	com.badlogic.gdx.graphics.glutils.GLFrameBuffer#textureAttachments:field	val _textureAttachments	_textureAttachments
FieldName	com.badlogic.gdx.maps.tiled.renderers.BatchTiledMapRenderer#batch:field	var _batch	_batch
FieldName	com.badlogic.gdx.maps.tiled.renderers.BatchTiledMapRenderer#map:field	var _map	_map
FieldName	com.badlogic.gdx.maps.tiled.renderers.BatchTiledMapRenderer#unitScale:field	var _unitScale	_unitScale
FieldName	com.badlogic.gdx.maps.tiled.renderers.BatchTiledMapRenderer#viewBounds:field	val _viewBounds	_viewBounds
FieldName	com.badlogic.gdx.scenes.scene2d.Actor#height:field	var _height	_height
FieldName	com.badlogic.gdx.scenes.scene2d.Actor#parent:field	var _parent	_parent
FieldName	com.badlogic.gdx.scenes.scene2d.Actor#rotation:field	var _rotation	_rotation
FieldName	com.badlogic.gdx.scenes.scene2d.Actor#scaleX:field	var _scaleX	_scaleX
FieldName	com.badlogic.gdx.scenes.scene2d.Actor#scaleY:field	var _scaleY	_scaleY
FieldName	com.badlogic.gdx.scenes.scene2d.Actor#stage:field	var _stage	_stage
FieldName	com.badlogic.gdx.scenes.scene2d.Actor#width:field	var _width	_width
FieldName	com.badlogic.gdx.scenes.scene2d.Actor#x:field	var _x	_x
FieldName	com.badlogic.gdx.scenes.scene2d.Actor#y:field	var _y	_y
FieldName	com.badlogic.gdx.scenes.scene2d.ui.Button#isDisabled:field	var _isDisabled	_isDisabled
FieldName	com.badlogic.gdx.scenes.scene2d.ui.Cell#expandX:field	var _expandX	_expandX
FieldName	com.badlogic.gdx.scenes.scene2d.ui.Cell#expandY:field	var _expandY	_expandY
FieldName	com.badlogic.gdx.scenes.scene2d.ui.Cell#fillX:field	var _fillX	_fillX
FieldName	com.badlogic.gdx.scenes.scene2d.ui.Cell#fillY:field	var _fillY	_fillY
FieldName	com.badlogic.gdx.scenes.scene2d.ui.Cell#row:field	var _row	_row
FieldName	com.badlogic.gdx.scenes.scene2d.ui.Cell#uniformX:field	var _uniformX	_uniformX
FieldName	com.badlogic.gdx.scenes.scene2d.ui.Cell#uniformY:field	var _uniformY	_uniformY
FieldName	com.badlogic.gdx.scenes.scene2d.ui.TextField#focusTraversal:field	var _focusTraversal	_focusTraversal
FieldName	com.badlogic.gdx.scenes.scene2d.ui.TextField#programmaticChangeEvents:field	var _programmaticChangeEvents	_programmaticChangeEvents
FieldName	com.badlogic.gdx.scenes.scene2d.ui.TextField#selectionStart:field	var _selectionStart	_selectionStart
FieldName	com.badlogic.gdx.scenes.scene2d.ui.TextField#style:field	var _style	_style
FieldName	com.badlogic.gdx.scenes.scene2d.ui.TextField#text:field	var _text	_text
FieldName	com.badlogic.gdx.scenes.scene2d.utils.Selection#isDisabled:field	var _isDisabled	_isDisabled
FieldName	com.badlogic.gdx.scenes.scene2d.utils.Selection#lastSelected:field	var _lastSelected	_lastSelected
KeepName	com.badlogic.gdx.Application#getPreferences	def getPreferences	
KeepName	com.badlogic.gdx.Files#getFileHandle	def getFileHandle	
KeepName	com.badlogic.gdx.Files#isExternalStorageAvailable	def isExternalStorageAvailable	
KeepName	com.badlogic.gdx.Files#isLocalStorageAvailable	def isLocalStorageAvailable	
KeepName	com.badlogic.gdx.Graphics#getDisplayMode(Monitor)	def getDisplayMode	
KeepName	com.badlogic.gdx.Graphics#getDisplayModes(Monitor)	def getDisplayModes	
KeepName	com.badlogic.gdx.Graphics#setContinuousRendering	def setContinuousRendering	
KeepName	com.badlogic.gdx.Graphics#setCursor	def setCursor	
KeepName	com.badlogic.gdx.Graphics#setForegroundFPS	def setForegroundFPS	
KeepName	com.badlogic.gdx.Graphics#setFullscreenMode	def setFullscreenMode	
KeepName	com.badlogic.gdx.Graphics#setResizable	def setResizable	
KeepName	com.badlogic.gdx.Graphics#setSystemCursor	def setSystemCursor	
KeepName	com.badlogic.gdx.Graphics#setTitle	def setTitle	
KeepName	com.badlogic.gdx.Graphics#setUndecorated	def setUndecorated	
KeepName	com.badlogic.gdx.Graphics#setVSync	def setVSync	
KeepName	com.badlogic.gdx.Graphics#setWindowedMode	def setWindowedMode	
KeepName	com.badlogic.gdx.Input#getRotationMatrix	def getRotationMatrix	
KeepName	com.badlogic.gdx.Input#getTextInput(TextInputListener,String,String,String)	def getTextInput	
KeepName	com.badlogic.gdx.Input#getTextInput(TextInputListener,String,String,String,OnscreenKeyboardType)	def getTextInput	
KeepName	com.badlogic.gdx.Input#isButtonJustPressed	def isButtonJustPressed	
KeepName	com.badlogic.gdx.Input#isButtonPressed	def isButtonPressed	
KeepName	com.badlogic.gdx.Input#isCatchKey	def isCatchKey	
KeepName	com.badlogic.gdx.Input#isKeyJustPressed	def isKeyJustPressed	
KeepName	com.badlogic.gdx.Input#isKeyPressed	def isKeyPressed	
KeepName	com.badlogic.gdx.Input#isPeripheralAvailable	def isPeripheralAvailable	
KeepName	com.badlogic.gdx.Input#isTouched(int)	def isTouched	
KeepName	com.badlogic.gdx.Input#setCatchKey	def setCatchKey	
KeepName	com.badlogic.gdx.Input#setCursorCatched	def setCursorCatched	
KeepName	com.badlogic.gdx.Input#setCursorPosition	def setCursorPosition	
KeepName	com.badlogic.gdx.Input#setInputProcessor	def setInputProcessor	
KeepName	com.badlogic.gdx.Input#setKeyboardHeightObserver	def setKeyboardHeightObserver	
KeepName	com.badlogic.gdx.Input#setOnscreenKeyboardVisible(boolean)	def setOnscreenKeyboardVisible	
KeepName	com.badlogic.gdx.Input#setOnscreenKeyboardVisible(boolean,OnscreenKeyboardType)	def setOnscreenKeyboardVisible	
KeepName	com.badlogic.gdx.Net$HttpResponse#getHeader	def getHeader	
KeepName	com.badlogic.gdx.Preferences#getBoolean(String)	def getBoolean	
KeepName	com.badlogic.gdx.Preferences#getBoolean(String,boolean)	def getBoolean	
KeepName	com.badlogic.gdx.Preferences#getFloat(String)	def getFloat	
KeepName	com.badlogic.gdx.Preferences#getFloat(String,float)	def getFloat	
KeepName	com.badlogic.gdx.Preferences#getInteger(String)	def getInteger	
KeepName	com.badlogic.gdx.Preferences#getInteger(String,int)	def getInteger	
KeepName	com.badlogic.gdx.Preferences#getLong(String)	def getLong	
KeepName	com.badlogic.gdx.Preferences#getLong(String,long)	def getLong	
KeepName	com.badlogic.gdx.Preferences#getString(String)	def getString	
KeepName	com.badlogic.gdx.Preferences#getString(String,String)	def getString	
KeepName	com.badlogic.gdx.Version#isHigher	def isHigher	
KeepName	com.badlogic.gdx.Version#isHigherEqual	def isHigherEqual	
KeepName	com.badlogic.gdx.Version#isLower	def isLower	
KeepName	com.badlogic.gdx.Version#isLowerEqual	def isLowerEqual	
KeepName	com.badlogic.gdx.assets.AssetManager#isFinished	def isFinished	
KeepName	com.badlogic.gdx.assets.AssetManager#isLoaded(AssetDescriptor)	def isLoaded	
KeepName	com.badlogic.gdx.assets.AssetManager#isLoaded(String)	def isLoaded	
KeepName	com.badlogic.gdx.assets.AssetManager#isLoaded(String,Class)	def isLoaded	
KeepName	com.badlogic.gdx.assets.AssetManager#setLoader(Class,AssetLoader)	def setLoader	
KeepName	com.badlogic.gdx.assets.AssetManager#setLoader(Class,String,AssetLoader)	def setLoader	
KeepName	com.badlogic.gdx.assets.AssetManager#setReferenceCount	def setReferenceCount	
KeepName	com.badlogic.gdx.assets.loaders.AssetLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.assets.loaders.BitmapFontLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.assets.loaders.CubemapLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.assets.loaders.I18NBundleLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.assets.loaders.ModelLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.assets.loaders.MusicLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.assets.loaders.ParticleEffectLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.assets.loaders.PixmapLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.assets.loaders.ShaderProgramLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.assets.loaders.SkinLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.assets.loaders.SoundLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.assets.loaders.TextureAtlasLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.assets.loaders.TextureLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.audio.AudioDevice#isMono	def isMono	
KeepName	com.badlogic.gdx.audio.AudioDevice#setVolume	def setVolume	
KeepName	com.badlogic.gdx.audio.Music#setPan	def setPan	
KeepName	com.badlogic.gdx.audio.Sound#setLooping	def setLooping	
KeepName	com.badlogic.gdx.audio.Sound#setPan	def setPan	
KeepName	com.badlogic.gdx.audio.Sound#setPitch	def setPitch	
KeepName	com.badlogic.gdx.audio.Sound#setVolume	def setVolume	
KeepName	com.badlogic.gdx.files.FileHandle#isDirectory	def isDirectory	
KeepName	com.badlogic.gdx.files.FileHandleStream#isDirectory	def isDirectory	
KeepName	com.badlogic.gdx.graphics.Camera#getPickRay(float,float)	def getPickRay	
KeepName	com.badlogic.gdx.graphics.Camera#getPickRay(float,float,float,float,float,float)	def getPickRay	
KeepName	com.badlogic.gdx.graphics.Cubemap#setAssetManager	def setAssetManager	
KeepName	com.badlogic.gdx.graphics.Cubemap$CubemapSide#getDirection	def getDirection	
KeepName	com.badlogic.gdx.graphics.Cubemap$CubemapSide#getUp	def getUp	
KeepName	com.badlogic.gdx.graphics.CubemapData#isManaged	def isManaged	
KeepName	com.badlogic.gdx.graphics.CubemapData#isPrepared	def isPrepared	
KeepName	com.badlogic.gdx.graphics.FPSLogger#setBound	def setBound	
KeepName	com.badlogic.gdx.graphics.GLTexture#setAnisotropicFilter	def setAnisotropicFilter	
KeepName	com.badlogic.gdx.graphics.GLTexture#setFilter	def setFilter	
KeepName	com.badlogic.gdx.graphics.GLTexture#setWrap	def setWrap	
KeepName	com.badlogic.gdx.graphics.Mesh#getIndices(int,int,short[],int)	def getIndices	
KeepName	com.badlogic.gdx.graphics.Mesh#getIndices(int,short[],int)	def getIndices	
KeepName	com.badlogic.gdx.graphics.Mesh#getIndices(short[])	def getIndices	
KeepName	com.badlogic.gdx.graphics.Mesh#getIndices(short[],int)	def getIndices	
KeepName	com.badlogic.gdx.graphics.Mesh#getIndicesBuffer(boolean)	def getIndicesBuffer	
KeepName	com.badlogic.gdx.graphics.Mesh#getVertexAttribute	def getVertexAttribute	
KeepName	com.badlogic.gdx.graphics.Mesh#getVertices(float[])	def getVertices	
KeepName	com.badlogic.gdx.graphics.Mesh#getVertices(int,float[])	def getVertices	
KeepName	com.badlogic.gdx.graphics.Mesh#getVertices(int,int,float[])	def getVertices	
KeepName	com.badlogic.gdx.graphics.Mesh#getVertices(int,int,float[],int)	def getVertices	
KeepName	com.badlogic.gdx.graphics.Mesh#getVerticesBuffer(boolean)	def getVerticesBuffer	
KeepName	com.badlogic.gdx.graphics.Mesh#isInstanced	def isInstanced	
KeepName	com.badlogic.gdx.graphics.Mesh#setIndices(short[],int,int)	def setIndices	
KeepName	com.badlogic.gdx.graphics.Mesh#setInstanceData(FloatBuffer)	def setInstanceData	
KeepName	com.badlogic.gdx.graphics.Mesh#setInstanceData(FloatBuffer,int)	def setInstanceData	
KeepName	com.badlogic.gdx.graphics.Mesh#setInstanceData(float[])	def setInstanceData	
KeepName	com.badlogic.gdx.graphics.Mesh#setInstanceData(float[],int,int)	def setInstanceData	
KeepName	com.badlogic.gdx.graphics.Mesh#setVertices(float[],int,int)	def setVertices	
KeepName	com.badlogic.gdx.graphics.OrthographicCamera#setToOrtho(boolean)	def setToOrtho	
KeepName	com.badlogic.gdx.graphics.OrthographicCamera#setToOrtho(boolean,float,float)	def setToOrtho	
KeepName	com.badlogic.gdx.graphics.Pixmap#getPixel	def getPixel	
KeepName	com.badlogic.gdx.graphics.Pixmap#isDisposed	def isDisposed	
KeepName	com.badlogic.gdx.graphics.Pixmap#setBlending	def setBlending	
KeepName	com.badlogic.gdx.graphics.Pixmap#setColor(Color)	def setColor	
KeepName	com.badlogic.gdx.graphics.Pixmap#setColor(int)	def setColor	
KeepName	com.badlogic.gdx.graphics.Pixmap#setFilter	def setFilter	
KeepName	com.badlogic.gdx.graphics.PixmapIO$PNG#setCompression	def setCompression	
KeepName	com.badlogic.gdx.graphics.PixmapIO$PNG#setFlipY	def setFlipY	
KeepName	com.badlogic.gdx.graphics.Texture$TextureFilter#isMipMap	def isMipMap	
KeepName	com.badlogic.gdx.graphics.Texture3D#setWrap	def setWrap	
KeepName	com.badlogic.gdx.graphics.Texture3DData#isManaged	def isManaged	
KeepName	com.badlogic.gdx.graphics.Texture3DData#isPrepared	def isPrepared	
KeepName	com.badlogic.gdx.graphics.TextureArrayData#isManaged	def isManaged	
KeepName	com.badlogic.gdx.graphics.TextureArrayData#isPrepared	def isPrepared	
KeepName	com.badlogic.gdx.graphics.TextureData#getFormat	def getFormat	
KeepName	com.badlogic.gdx.graphics.TextureData#isManaged	def isManaged	
KeepName	com.badlogic.gdx.graphics.TextureData#isPrepared	def isPrepared	
KeepName	com.badlogic.gdx.graphics.g2d.Animation#getKeyFrame(float)	def getKeyFrame	
KeepName	com.badlogic.gdx.graphics.g2d.Animation#getKeyFrame(float,boolean)	def getKeyFrame	
KeepName	com.badlogic.gdx.graphics.g2d.Animation#getKeyFrameIndex	def getKeyFrameIndex	
KeepName	com.badlogic.gdx.graphics.g2d.Animation#isAnimationFinished	def isAnimationFinished	
KeepName	com.badlogic.gdx.graphics.g2d.Animation#setKeyFrames	def setKeyFrames	
KeepName	com.badlogic.gdx.graphics.g2d.Batch#setBlendFunction	def setBlendFunction	
KeepName	com.badlogic.gdx.graphics.g2d.Batch#setBlendFunctionSeparate	def setBlendFunctionSeparate	
KeepName	com.badlogic.gdx.graphics.g2d.Batch#setColor(float,float,float,float)	def setColor	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont#setFixedWidthGlyphs	def setFixedWidthGlyphs	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont$BitmapFontData#getGlyph	def getGlyph	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont$BitmapFontData#getGlyphs	def getGlyphs	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont$BitmapFontData#getImagePath	def getImagePath	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont$BitmapFontData#getWrapIndex	def getWrapIndex	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont$BitmapFontData#isBreakChar	def isBreakChar	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont$BitmapFontData#isWhitespace	def isWhitespace	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont$BitmapFontData#setGlyph	def setGlyph	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont$BitmapFontData#setGlyphRegion	def setGlyphRegion	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont$BitmapFontData#setScale(float)	def setScale	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont$BitmapFontData#setScale(float,float)	def setScale	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont$Glyph#getKerning	def getKerning	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFont$Glyph#setKerning	def setKerning	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFontCache#setAlphas	def setAlphas	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFontCache#setColors(Color)	def setColors	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFontCache#setColors(Color,int,int)	def setColors	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFontCache#setColors(float)	def setColors	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFontCache#setColors(float,float,float,float)	def setColors	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFontCache#setColors(float,int,int)	def setColors	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFontCache#setPosition	def setPosition	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFontCache#setText(CharSequence,float,float)	def setText	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFontCache#setText(CharSequence,float,float,float,int,boolean)	def setText	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFontCache#setText(CharSequence,float,float,int,int,float,int,boolean)	def setText	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFontCache#setText(CharSequence,float,float,int,int,float,int,boolean,String)	def setText	
KeepName	com.badlogic.gdx.graphics.g2d.BitmapFontCache#setText(GlyphLayout,float,float)	def setText	
KeepName	com.badlogic.gdx.graphics.g2d.Gdx2DPixmap#getPixel(int,int)	def getPixel	
KeepName	com.badlogic.gdx.graphics.g2d.Gdx2DPixmap#setBlend(int)	def setBlend	
KeepName	com.badlogic.gdx.graphics.g2d.Gdx2DPixmap#setPixel(int,int,int)	def setPixel	
KeepName	com.badlogic.gdx.graphics.g2d.Gdx2DPixmap#setScale(int)	def setScale	
KeepName	com.badlogic.gdx.graphics.g2d.GlyphLayout#setText(BitmapFont,CharSequence)	def setText	
KeepName	com.badlogic.gdx.graphics.g2d.GlyphLayout#setText(BitmapFont,CharSequence,Color,float,int,boolean)	def setText	
KeepName	com.badlogic.gdx.graphics.g2d.GlyphLayout#setText(BitmapFont,CharSequence,int,int,Color,float,int,boolean,String)	def setText	
KeepName	com.badlogic.gdx.graphics.g2d.NinePatch#setPadding	def setPadding	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEffect#isComplete	def isComplete	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEffect#setDuration	def setDuration	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEffect#setEmittersCleanUpBlendFunction	def setEmittersCleanUpBlendFunction	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEffect#setFlip	def setFlip	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEffect#setPosition	def setPosition	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEmitter#isComplete	def isComplete	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEmitter#setFlip	def setFlip	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEmitter#setPosition	def setPosition	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEmitter#setSprites	def setSprites	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEmitter$GradientColorValue#getColor	def getColor	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEmitter$ParticleValue#isActive	def isActive	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEmitter$RangedNumericValue#setLow(float)	def setLow	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEmitter$RangedNumericValue#setLow(float,float)	def setLow	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEmitter$ScaledNumericValue#setHigh(float)	def setHigh	
KeepName	com.badlogic.gdx.graphics.g2d.ParticleEmitter$ScaledNumericValue#setHigh(float,float)	def setHigh	
KeepName	com.badlogic.gdx.graphics.g2d.PixmapPacker#getPage	def getPage	
KeepName	com.badlogic.gdx.graphics.g2d.PixmapPacker#getPageIndex	def getPageIndex	
KeepName	com.badlogic.gdx.graphics.g2d.PixmapPacker#getRect	def getRect	
KeepName	com.badlogic.gdx.graphics.g2d.PolygonRegionLoader#getDependencies	def getDependencies	
KeepName	com.badlogic.gdx.graphics.g2d.PolygonSprite#setBounds	def setBounds	
KeepName	com.badlogic.gdx.graphics.g2d.PolygonSprite#setColor(float,float,float,float)	def setColor	
KeepName	com.badlogic.gdx.graphics.g2d.PolygonSprite#setOrigin	def setOrigin	
KeepName	com.badlogic.gdx.graphics.g2d.PolygonSprite#setPosition	def setPosition	
KeepName	com.badlogic.gdx.graphics.g2d.PolygonSprite#setScale(float)	def setScale	
KeepName	com.badlogic.gdx.graphics.g2d.PolygonSprite#setScale(float,float)	def setScale	
KeepName	com.badlogic.gdx.graphics.g2d.PolygonSprite#setSize	def setSize	
KeepName	com.badlogic.gdx.graphics.g2d.PolygonSpriteBatch#setBlendFunction	def setBlendFunction	
KeepName	com.badlogic.gdx.graphics.g2d.PolygonSpriteBatch#setBlendFunctionSeparate	def setBlendFunctionSeparate	
KeepName	com.badlogic.gdx.graphics.g2d.PolygonSpriteBatch#setColor(float,float,float,float)	def setColor	
KeepName	com.badlogic.gdx.graphics.g2d.RepeatablePolygonSprite#setColor	def setColor	
KeepName	com.badlogic.gdx.graphics.g2d.RepeatablePolygonSprite#setPolygon(TextureRegion,float[])	def setPolygon	
KeepName	com.badlogic.gdx.graphics.g2d.RepeatablePolygonSprite#setPolygon(TextureRegion,float[],float)	def setPolygon	
KeepName	com.badlogic.gdx.graphics.g2d.RepeatablePolygonSprite#setPosition	def setPosition	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setAlpha	def setAlpha	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setBounds	def setBounds	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setCenter	def setCenter	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setCenterX	def setCenterX	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setCenterY	def setCenterY	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setColor(float,float,float,float)	def setColor	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setOrigin	def setOrigin	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setOriginBasedPosition	def setOriginBasedPosition	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setOriginCenter	def setOriginCenter	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setPosition	def setPosition	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setRegion	def setRegion	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setScale(float)	def setScale	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setScale(float,float)	def setScale	
KeepName	com.badlogic.gdx.graphics.g2d.Sprite#setSize	def setSize	
KeepName	com.badlogic.gdx.graphics.g2d.SpriteBatch#setBlendFunction	def setBlendFunction	
KeepName	com.badlogic.gdx.graphics.g2d.SpriteBatch#setBlendFunctionSeparate	def setBlendFunctionSeparate	
KeepName	com.badlogic.gdx.graphics.g2d.SpriteBatch#setColor(float,float,float,float)	def setColor	
KeepName	com.badlogic.gdx.graphics.g2d.SpriteCache#setColor(float,float,float,float)	def setColor	
KeepName	com.badlogic.gdx.graphics.g2d.TextureAtlas$AtlasSprite#setBounds	def setBounds	
KeepName	com.badlogic.gdx.graphics.g2d.TextureAtlas$AtlasSprite#setOrigin	def setOrigin	
KeepName	com.badlogic.gdx.graphics.g2d.TextureAtlas$AtlasSprite#setOriginCenter	def setOriginCenter	
KeepName	com.badlogic.gdx.graphics.g2d.TextureAtlas$AtlasSprite#setPosition	def setPosition	
KeepName	com.badlogic.gdx.graphics.g2d.TextureAtlas$AtlasSprite#setSize	def setSize	
KeepName	com.badlogic.gdx.graphics.g2d.TextureRegion#setRegion(Texture)	def setRegion	
KeepName	com.badlogic.gdx.graphics.g2d.TextureRegion#setRegion(TextureRegion)	def setRegion	
KeepName	com.badlogic.gdx.graphics.g2d.TextureRegion#setRegion(TextureRegion,int,int,int,int)	def setRegion	
KeepName	com.badlogic.gdx.graphics.g2d.TextureRegion#setRegion(float,float,float,float)	def setRegion	
KeepName	com.badlogic.gdx.graphics.g2d.TextureRegion#setRegion(int,int,int,int)	def setRegion	
KeepName	com.badlogic.gdx.graphics.g3d.Attribute#getAttributeAlias	def getAttributeAlias	
KeepName	com.badlogic.gdx.graphics.g3d.Attribute#getAttributeType	def getAttributeType	
KeepName	com.badlogic.gdx.graphics.g3d.Attributes#getMask	def getMask	
KeepName	com.badlogic.gdx.graphics.g3d.Model#getAnimation(String)	def getAnimation	
KeepName	com.badlogic.gdx.graphics.g3d.Model#getAnimation(String,boolean)	def getAnimation	
KeepName	com.badlogic.gdx.graphics.g3d.Model#getMaterial(String)	def getMaterial	
KeepName	com.badlogic.gdx.graphics.g3d.Model#getMaterial(String,boolean)	def getMaterial	
KeepName	com.badlogic.gdx.graphics.g3d.Model#getNode(String)	def getNode	
KeepName	com.badlogic.gdx.graphics.g3d.Model#getNode(String,boolean)	def getNode	
KeepName	com.badlogic.gdx.graphics.g3d.Model#getNode(String,boolean,boolean)	def getNode	
KeepName	com.badlogic.gdx.graphics.g3d.ModelCache#getRenderables	def getRenderables	
KeepName	com.badlogic.gdx.graphics.g3d.ModelInstance#getAnimation(String)	def getAnimation	
KeepName	com.badlogic.gdx.graphics.g3d.ModelInstance#getAnimation(String,boolean)	def getAnimation	
KeepName	com.badlogic.gdx.graphics.g3d.ModelInstance#getMaterial(String)	def getMaterial	
